max_depth,learning_rate,subsample,n_estimators,n_jobs,objective,reg_lambda,reg_alpha,train_R2,train_RMSE,train_MAE,train_MAPE,train_MedAE,train_Max_Error,train_Explained_Var,test_R2,test_RMSE,test_MAE,test_MAPE,test_MedAE,test_Max_Error,test_Explained_Var
3,0.01,1.0,1000,2,reg:squarederror,2,0.0,0.6466022729873657,2.2993775313234615,1.6108916997909546,58.90922210871403,1.1033111810684204,33.27427291870117,0.6466022573286927,0.6361876130104065,2.3323904811910223,1.6331422328948975,59.588582818768444,1.103402853012085,28.595455169677734,0.6361918708947507
3,0.01,1.0,1000,2,reg:squarederror,2,0.5,0.6464506387710571,2.2998708274061626,1.6116795539855957,58.959716982342336,1.103227972984314,33.36472797393799,0.6464505965063626,0.6359480619430542,2.3331581345133365,1.6339855194091797,59.63574902045762,1.1028698086738586,28.59080696105957,0.6359523142521162
3,0.001,0.8,1000,2,reg:squarederror,1,0.0,0.48379820585250854,2.778997473496987,2.0514910221099854,86.39277708439651,1.6820478439331055,36.75613498687744,0.48379821078185425,0.4757656455039978,2.799788763388836,2.072526454925537,86.78722701790703,1.687798023223877,34.75613498687744,0.475771449757866
3,0.001,0.8,1000,2,reg:squarederror,1,0.5,0.48379361629486084,2.779009913456693,2.0515074729919434,86.3939241382025,1.6808679103851318,36.75625133514404,0.4837936382778205,0.4757624864578247,2.799797108656249,2.0725345611572266,86.78758335116667,1.6877851486206055,34.75625133514404,0.47576831563991995
3,0.001,0.8,1000,2,reg:squarederror,2,0.0,0.48376476764678955,2.779087554705456,2.0515620708465576,86.39730159976624,1.6811020374298096,36.75801181793213,0.48376474011361603,0.4757385849952698,2.79986097467509,2.072567939758301,86.78927114947761,1.6877727508544922,34.75801181793213,0.47574441348544105
3,0.001,0.8,1000,2,reg:squarederror,2,0.5,0.48376673460006714,2.779082235705691,2.051621675491333,86.40131175105398,1.6824421882629395,36.75386905670166,0.48376671062497034,0.47573965787887573,2.7998580794470933,2.0726144313812256,86.79177263494351,1.6854424476623535,34.75386905670166,0.4757455253909978
3,0.001,0.9,1000,2,reg:squarederror,1,0.0,0.4838758707046509,2.7787884738470567,2.051741123199463,86.42768226464264,1.686445713043213,36.74368762969971,0.4838759074854244,0.4758352041244507,2.799602947012163,2.072803020477295,86.82321089968698,1.6909079551696777,34.74368762969971,0.47584095898790557
3,0.001,0.9,1000,2,reg:squarederror,1,0.5,0.4838736653327942,2.7787944798034863,2.0517539978027344,86.42826903682726,1.6873290538787842,36.7437858581543,0.4838736534669177,0.4758332371711731,2.7996082270244522,2.072814464569092,86.82356827466522,1.6908974647521973,34.7437858581543,0.4758390091714767
3,0.001,0.9,1000,2,reg:squarederror,2,0.0,0.4838472008705139,2.778865692297423,2.05180287361145,86.43126046815988,1.6871435642242432,36.745046615600586,0.4838471746539599,0.47581130266189575,2.799666817460221,2.0728461742401123,86.82513457376287,1.6908807754516602,34.745046615600586,0.47581707631207637
3,0.001,0.9,1000,2,reg:squarederror,2,0.5,0.48384249210357666,2.7788784760338494,2.051805257797241,86.43155848580952,1.6868700981140137,36.746049880981445,0.48384246815696197,0.4758071303367615,2.7996779733490005,2.0728349685668945,86.82371913976229,1.6903257369995117,34.746049880981445,0.47581292496428673
3,0.001,1.0,1000,2,reg:squarederror,1,0.0,0.48400676250457764,2.778436073077175,2.05151104927063,86.43543801293866,1.6931867599487305,36.74697208404541,0.4840067429379439,0.4759652018547058,2.799255806935542,2.072540760040283,86.83159536779466,1.7014482021331787,34.74697208404541,0.4759709510821436
3,0.001,1.0,1000,2,reg:squarederror,1,0.5,0.48400288820266724,2.778446627730497,2.0515239238739014,86.43643456536505,1.6931841373443604,36.747071266174316,0.48400281197553185,0.47596144676208496,2.7992658572288236,2.0725526809692383,86.83253534897351,1.7014777660369873,34.747071266174316,0.4759671888037196
3,0.001,1.0,1000,2,reg:squarederror,2,0.0,0.48397207260131836,2.778529518979742,2.0515973567962646,86.4397311848439,1.6932461261749268,36.746235847473145,0.4839720408291115,0.4759299159049988,2.7993500908954716,2.0726282596588135,86.83523472980558,1.7014799118041992,34.746235847473145,0.47593565709065466
3,0.001,1.0,1000,2,reg:squarederror,2,0.5,0.4839649796485901,2.7785486539789215,2.051600694656372,86.44067565798002,1.6934177875518799,36.747193336486816,0.4839649751785743,0.47592633962631226,2.799359544667502,2.0726161003112793,86.83479762141877,1.7006065845489502,34.747193336486816,0.47593216630938495
3,0.0001,0.8,1000,2,reg:squarederror,1,0.0,0.09783047437667847,3.6738591453950216,2.817824602127075,124.90470490934867,2.3967485427856445,41.81732368469238,0.0978304686258894,0.09660351276397705,3.6753755805718904,2.828651189804077,124.44793613778027,2.3967485427856445,39.81732368469238,0.09663627735294322
3,0.0001,0.8,1000,2,reg:squarederror,1,0.5,0.09782874584197998,3.673862519982867,2.817828416824341,124.90493746248875,2.3967514038085938,41.81733751296997,0.09782865820650666,0.09660190343856812,3.6753788240291736,2.8286540508270264,124.44813327970775,2.3967514038085938,39.81733751296997,0.09663462134110257
3,0.0001,0.8,1000,2,reg:squarederror,2,0.0,0.09781593084335327,3.6738886080381454,2.8178420066833496,124.90595710629455,2.3967533111572266,41.81754112243652,0.09781596301565765,0.09659403562545776,3.6753947817973227,2.8286561965942383,124.44805341878661,2.3967533111572266,39.81754112243652,0.09662676245805446
3,0.0001,0.8,1000,2,reg:squarederror,2,0.5,0.09781467914581299,3.673891203854408,2.817843198776245,124.90618284547948,2.3967533111572266,41.81755256652832,0.09781471846861733,0.09659504890441895,3.6753927059940037,2.828650712966919,124.447708115015,2.3967533111572266,39.81755256652832,0.09662788883138107
3,0.0001,0.9,1000,2,reg:squarederror,1,0.0,0.09783732891082764,3.6738451278430975,2.8178117275238037,124.90565834238356,2.396571636199951,41.81723690032959,0.09783727516138219,0.09660995006561279,3.6753623472365127,2.8286378383636475,124.44883167487058,2.396571636199951,39.81723690032959,0.09664282616517061
3,0.0001,0.9,1000,2,reg:squarederror,1,0.5,0.09783601760864258,3.6738477236900815,2.8178133964538574,124.90580203256283,2.396573543548584,41.8172492980957,0.09783603324179291,0.09660881757736206,3.675364682534453,2.828639507293701,124.44896668370163,2.396573543548584,39.8172492980957,0.09664163100877754
3,0.0001,0.9,1000,2,reg:squarederror,2,0.0,0.09782451391220093,3.6738712160218765,2.817826747894287,124.90668622431956,2.3965792655944824,41.81743574142456,0.09782450561626366,0.09660029411315918,3.675382067483594,2.8286452293395996,124.44917585687591,2.3965792655944824,39.81743574142456,0.09663317666494542
3,0.0001,0.9,1000,2,reg:squarederror,2,0.5,0.0978233814239502,3.673873552267655,2.817826271057129,124.90697135114688,2.396573066711426,41.81744909286499,0.09782336607457387,0.0966024398803711,3.6753776563848812,2.828636646270752,124.44868518488622,2.396573066711426,39.81744909286499,0.0966352724732934
3,0.0001,1.0,1000,2,reg:squarederror,1,0.0,0.09784203767776489,3.6738353934005716,2.817791700363159,124.90663910161368,2.396416664123535,41.817203998565674,0.09784201319499586,0.09661471843719482,3.6753527465516114,2.828618049621582,124.44977128449185,2.396416664123535,39.817203998565674,0.09664754383697449
3,0.0001,1.0,1000,2,reg:squarederror,1,0.5,0.09784060716629028,3.6738385084249865,2.8177952766418457,124.9068226113565,2.396418571472168,41.81721591949463,0.0978405728465126,0.09661334753036499,3.675355471072848,2.8286209106445312,124.44994050166028,2.396418571472168,39.81721591949463,0.09664617854212143
3,0.0001,1.0,1000,2,reg:squarederror,2,0.0,0.09783065319061279,3.673858626227385,2.81780743598938,124.9075054223972,2.396422863006592,41.8173828125,0.0978306596928209,0.09660392999649048,3.675374672403338,2.828632116317749,124.45056279232465,2.396422863006592,39.8173828125,0.09663677115863956
3,0.0001,1.0,1000,2,reg:squarederror,2,0.5,0.09782916307449341,3.673861741232101,2.8178086280822754,124.90782627501599,2.39642333984375,41.817392349243164,0.09782913950206762,0.09660583734512329,3.6753707802498585,2.8286244869232178,124.45004993469182,2.39642333984375,39.817392349243164,0.09663873705957715
5,0.01,0.8,1000,2,reg:squarederror,1,0.0,0.6842041611671448,2.173609966837047,1.5194679498672485,54.83907397749781,1.0436611473560333,32.23285961151123,0.6842041905156568,0.6715632081031799,2.2160952091972055,1.5494390726089478,55.81459922391895,1.0536653995513916,28.053422927856445,0.6715691157646315
5,0.01,0.8,1000,2,reg:squarederror,1,0.5,0.6843401193618774,2.173142207562766,1.5189059972763062,54.80273579490698,1.0417375564575195,32.21726703643799,0.684340042147703,0.6717958450317383,2.215310237677268,1.5487840175628662,55.773689372099156,1.0511038303375244,27.96796226501465,0.6718017812142852
5,0.01,0.8,1000,2,reg:squarederror,2,0.0,0.683969259262085,2.174418106287783,1.5198944807052612,54.85127195304753,1.0435065031051636,32.19816493988037,0.6839693019516973,0.6714332103729248,2.2165338973627176,1.5496512651443481,55.81707700790077,1.0506590604782104,27.943050384521484,0.6714390916786521
5,0.01,0.8,1000,2,reg:squarederror,2,0.5,0.6842772364616394,2.1733584380698896,1.5192440748214722,54.828919876174545,1.0417811870574951,32.261064529418945,0.6842772138743349,0.6718201041221619,2.2152283349759507,1.549004077911377,55.798210037496595,1.0508285760879517,28.058958053588867,0.6718260182958287
5,0.01,0.9,1000,2,reg:squarederror,1,0.0,0.6841225624084473,2.1738906398945628,1.51954185962677,54.8419471130395,1.0417704582214355,32.3427848815918,0.6841225926743875,0.6715453863143921,2.2161554559722116,1.549506425857544,55.80958284343577,1.0531345009803772,28.036579132080078,0.6715518261202156
5,0.01,0.9,1000,2,reg:squarederror,1,0.5,0.6837534308433533,2.175160619132449,1.5204559564590454,54.86844780036236,1.0433955192565918,32.31839942932129,0.6837534057963963,0.6712353229522705,2.217201014579033,1.5502127408981323,55.82763086262526,1.0532679557800293,27.975181579589844,0.6712419089454738
5,0.01,0.9,1000,2,reg:squarederror,2,0.0,0.6835637092590332,2.175813027497409,1.520782470703125,54.87688561273547,1.0428434610366821,32.35457992553711,0.6835636551989193,0.6711217164993286,2.217584330644336,1.5503556728363037,55.8273290606835,1.0532561540603638,27.982343673706055,0.6711283220720616
5,0.01,0.9,1000,2,reg:squarederror,2,0.5,0.6833367347717285,2.176593074323689,1.5210763216018677,54.88238114007127,1.0426812171936035,32.38769817352295,0.683336740002997,0.6709799766540527,2.2180618508454684,1.5504895448684692,55.82429808622474,1.0531682968139648,28.045360565185547,0.6709865491496824
5,0.01,1.0,1000,2,reg:squarederror,1,0.0,0.6816409826278687,2.1824131266464852,1.5260579586029053,55.1044190913572,1.0461187362670898,32.241586685180664,0.6816410117556981,0.6691319942474365,2.2242824726201866,1.5552562475204468,56.0241856643602,1.0544908046722412,27.896833419799805,0.6691390063584797
5,0.01,1.0,1000,2,reg:squarederror,1,0.5,0.6818311214447021,2.181761271283604,1.5251208543777466,55.065251526167216,1.0457820892333984,32.39793300628662,0.681831173629069,0.6693370342254639,2.2235930334125817,1.5545469522476196,55.9933125314792,1.0535752773284912,28.006357192993164,0.6693433924754977
5,0.01,1.0,1000,2,reg:squarederror,2,0.0,0.6820552945137024,2.180992692783853,1.5240349769592285,54.996024444098545,1.0440009832382202,32.30972957611084,0.6820552861375067,0.6695218682289124,2.222971486562979,1.5536023378372192,55.924205976787846,1.0522313117980957,28.024682998657227,0.6695282961161344
5,0.01,1.0,1000,2,reg:squarederror,2,0.5,0.6815704107284546,2.182655201011251,1.5247776508331299,54.984554451121234,1.0428199768066406,32.1900691986084,0.6815703837651176,0.6691595315933228,2.224189752216192,1.5546045303344727,55.9650021027151,1.054621934890747,28.10616111755371,0.6691656343356007
5,0.001,0.8,1000,2,reg:squarederror,1,0.0,0.5254614949226379,2.6644902487197175,1.9677666425704956,82.212491320956,1.5496726036071777,35.592586517333984,0.5254615145882955,0.5167791247367859,2.6880377298045923,1.9870752096176147,82.53427423462563,1.5522470474243164,33.592586517333984,0.51678920534656
5,0.001,0.8,1000,2,reg:squarederror,1,0.5,0.5254522562026978,2.664516197792451,1.9678149223327637,82.2171960604791,1.549633502960205,35.59389781951904,0.5254522746281305,0.5167735815048218,2.6880530741935504,1.9871102571487427,82.53821185266307,1.5522022247314453,33.59389781951904,0.5167835808668649
5,0.001,0.8,1000,2,reg:squarederror,2,0.0,0.5253807902336121,2.6647168024401826,1.9679758548736572,82.22698621560879,1.54986572265625,35.59818744659424,0.5253807495542793,0.5167049169540405,2.688244117806299,1.9872615337371826,82.5470004058697,1.55338454246521,33.59818744659424,0.5167148870781357
5,0.001,0.8,1000,2,reg:squarederror,2,0.5,0.5253618955612183,2.6647698590388336,1.9680159091949463,82.23077592325197,1.550243854522705,35.59947109222412,0.5253619185863041,0.5166946649551392,2.688272586931606,1.987273097038269,82.54902293594108,1.5538039207458496,33.59947109222412,0.5167046503394319
5,0.001,0.9,1000,2,reg:squarederror,1,0.0,0.5252892971038818,2.6649735758260484,1.9680980443954468,82.2206833229016,1.5492794513702393,35.601868629455566,0.525289265014989,0.5166201591491699,2.6884798437196196,1.9874353408813477,82.54305316268781,1.5515944957733154,33.601868629455566,0.5166302768674009
5,0.001,0.9,1000,2,reg:squarederror,1,0.5,0.5252861976623535,2.664982253797466,1.9681092500686646,82.22376388269684,1.5492100715637207,35.60376453399658,0.5252861798378635,0.5166159868240356,2.6884914609785158,1.9874364137649536,82.54552650429883,1.5518641471862793,33.60376453399658,0.5166260076319799
5,0.001,0.9,1000,2,reg:squarederror,2,0.0,0.5252214670181274,2.665164037383232,1.9682568311691284,82.23172887916063,1.5499682426452637,35.608906745910645,0.5252214231858822,0.5165600776672363,2.6886470032583083,1.9875684976577759,82.55225279909232,1.552731990814209,33.608906745910645,0.5165701002391847
5,0.001,0.9,1000,2,reg:squarederror,2,0.5,0.5252182483673096,2.6651731620198764,1.968282699584961,82.23530763366782,1.550119161605835,35.60901165008545,0.5252182473516899,0.5165586471557617,2.688650993677313,1.9875819683074951,82.55479733212512,1.5532243251800537,33.60901165008545,0.5165686680980703
5,0.001,1.0,1000,2,reg:squarederror,1,0.0,0.5252173542976379,2.665175577359641,1.9680103063583374,82.2139591975175,1.5479657649993896,35.62391185760498,0.5252173609201859,0.5166375637054443,2.6884315118364928,1.9871513843536377,82.53200185306812,1.5516793727874756,33.62391185760498,0.5166477225198995
5,0.001,1.0,1000,2,reg:squarederror,1,0.5,0.5252124071121216,2.665189443156681,1.9680471420288086,82.21741764145212,1.5482654571533203,35.62406921386719,0.5252124636363641,0.5166357755661011,2.688436389405401,1.9871840476989746,82.5346153440711,1.5518529415130615,33.62406921386719,0.5166459524245464
5,0.001,1.0,1000,2,reg:squarederror,2,0.0,0.5251511335372925,2.6653614624979185,1.9681955575942993,82.22624595957429,1.548628568649292,35.628299713134766,0.5251511022359017,0.5165785551071167,2.688595570661033,1.9873192310333252,82.54273076708091,1.5514440536499023,33.628299713134766,0.516588698111146
5,0.001,1.0,1000,2,reg:squarederror,2,0.5,0.525139331817627,2.66539464851919,1.9682470560073853,82.23025412090512,1.5489299297332764,35.62829399108887,0.525139318896545,0.5165674686431885,2.688626430337465,1.9873628616333008,82.5458659204787,1.5543720722198486,33.62829399108887,0.5165775912620879
5,0.0001,0.8,1000,2,reg:squarederror,1,0.0,0.10838299989700317,3.6523095440410254,2.8031344413757324,124.25226293655402,2.4421677589416504,41.57262134552002,0.10838304330586412,0.10663723945617676,3.6549080236214992,2.8139779567718506,123.79267478872255,2.4421677589416504,39.57262134552002,0.10667037230619736
5,0.0001,0.8,1000,2,reg:squarederror,1,0.5,0.10838013887405396,3.652315549690596,2.8031387329101562,124.2527593064219,2.4421119689941406,41.572651863098145,0.10838011608285403,0.10663336515426636,3.6549158515062694,2.8139841556549072,123.79335708002877,2.4421119689941406,39.572651863098145,0.10666658798741013
5,0.0001,0.8,1000,2,reg:squarederror,2,0.0,0.10834711790084839,3.652383047290262,2.8031771183013916,124.25496918213112,2.4420480728149414,41.57329511642456,0.1083470654326969,0.10660499334335327,3.654973907795047,2.814011335372925,123.79458606207065,2.4420480728149414,39.57329511642456,0.10663819549080078
5,0.0001,0.8,1000,2,reg:squarederror,2,0.5,0.10834431648254395,3.6523887917092317,2.8031792640686035,124.25540783331246,2.4420013427734375,41.573326110839844,0.10834434533888271,0.10660505294799805,3.654973777332511,2.8140065670013428,123.79428989233412,2.4420013427734375,39.573326110839844,0.10663822045394789
5,0.0001,0.9,1000,2,reg:squarederror,1,0.0,0.10838276147842407,3.652310066271815,2.8031435012817383,124.25259625476241,2.4425511360168457,41.57233476638794,0.10838260668484667,0.10664135217666626,3.654899543394079,2.8139684200286865,123.79209563727709,2.4425511360168457,39.57233476638794,0.1066746011513875
5,0.0001,0.9,1000,2,reg:squarederror,1,0.5,0.10837948322296143,3.6523168552652825,2.8031482696533203,124.2530513995344,2.442526340484619,41.572362422943115,0.10837944289097723,0.10663735866546631,3.654907762691718,2.8139758110046387,123.79275255505999,2.442526340484619,39.572362422943115,0.10667058806312524
5,0.0001,0.9,1000,2,reg:squarederror,2,0.0,0.10835063457489014,3.652375866753845,2.8031821250915527,124.25498478251302,2.442465305328369,41.57292413711548,0.10835065408395217,0.10661083459854126,3.654961905222199,2.8140039443969727,123.79427251051878,2.442465305328369,39.57292413711548,0.10664406102089086
5,0.0001,0.9,1000,2,reg:squarederror,2,0.5,0.10834842920303345,3.6523803056325685,2.8031837940216064,124.25539659177909,2.442417621612549,41.57295370101929,0.10834842078970752,0.10661196708679199,3.6549595568881186,2.8139963150024414,123.79381282100692,2.442417621612549,39.57295370101929,0.10664520760231633
5,0.0001,1.0,1000,2,reg:squarederror,1,0.0,0.10837435722351074,3.6523272998459757,2.803157329559326,124.25298008986002,2.443054676055908,41.57219457626343,0.10837440265138099,0.10663819313049316,3.654905936182729,2.813957929611206,123.7913162445936,2.443054676055908,39.57219457626343,0.10667145506049702
5,0.0001,1.0,1000,2,reg:squarederror,1,0.5,0.10837137699127197,3.6523333054663496,2.8031630516052246,124.2534403775741,2.443032741546631,41.57221555709839,0.10837137178873546,0.10663509368896484,3.6549123289601972,2.8139641284942627,123.79174641541266,2.443032741546631,39.57221555709839,0.10666837081129088
5,0.0001,1.0,1000,2,reg:squarederror,2,0.0,0.1083453893661499,3.652386572275701,2.803194999694824,124.25516950787015,2.4429683685302734,41.57273292541504,0.10834529740049426,0.10660773515701294,3.654968297901774,2.8139989376068115,123.79394110772324,2.4429683685302734,39.57273292541504,0.10664092669788405
5,0.0001,1.0,1000,2,reg:squarederror,2,0.5,0.10834240913391113,3.6523927083533496,2.8031983375549316,124.255647451872,2.4429454803466797,41.572754859924316,0.1083424401377664,0.10660815238952637,3.6549673846625192,2.8139936923980713,123.79358986295483,2.4429454803466797,39.572754859924316,0.10664140406671196
7,0.01,0.8,1000,2,reg:squarederror,1,0.0,0.7236665487289429,2.0332703153298177,1.4223300218582153,50.80971352041055,0.976571798324585,30.324260711669922,0.7236665772959789,0.6982693672180176,2.1240866325009873,1.4807047843933105,52.71369808247829,1.0115219354629517,27.922836303710938,0.698274198103009
7,0.01,0.8,1000,2,reg:squarederror,1,0.5,0.7232018709182739,2.034979345793263,1.4234167337417603,50.85853204901179,0.9772084951400757,30.405190467834473,0.7232018156332503,0.6981824040412903,2.124392703174205,1.480948567390442,52.737271668303165,1.0126268863677979,28.027082443237305,0.6981868907646002
7,0.01,0.8,1000,2,reg:squarederror,2,0.0,0.7224489450454712,2.0377450245691313,1.4246256351470947,50.90080059311799,0.9778798222541809,30.439796447753906,0.7224489901702066,0.6980537176132202,2.124845611349284,1.4809752702713013,52.73241665282485,1.0140874981880188,28.01873207092285,0.6980584703453065
7,0.01,0.8,1000,2,reg:squarederror,2,0.5,0.7221695184707642,2.0387705159046754,1.4251750707626343,50.91487637512221,0.977647066116333,30.56935214996338,0.7221695261330963,0.6980286836624146,2.1249336905511904,1.4809726476669312,52.71548649616255,1.0114582777023315,28.042003631591797,0.6980332821313192
7,0.01,0.9,1000,2,reg:squarederror,1,0.0,0.7223563194274902,2.0380850016468863,1.4250398874282837,50.88364219354035,0.9770729541778564,30.64734935760498,0.722356333328581,0.6974004507064819,2.1271426674254332,1.4824786186218262,52.75840167058659,1.0119106769561768,27.70132064819336,0.6974049335511902
7,0.01,0.9,1000,2,reg:squarederror,1,0.5,0.7219303846359253,2.0396478623912935,1.4258114099502563,50.90744947297351,0.9784660339355469,30.636895179748535,0.7219303461181628,0.6974759101867676,2.1268776844331683,1.4823137521743774,52.754170885616546,1.00960111618042,27.78094482421875,0.6974801918804303
7,0.01,0.9,1000,2,reg:squarederror,2,0.0,0.7213451266288757,2.0417931056932037,1.427146077156067,50.97433911151808,0.9778704643249512,30.656744956970215,0.7213451322018285,0.697252631187439,2.127662337281077,1.4828592538833618,52.78015408341078,1.011761724948883,28.03451156616211,0.6972571097635623
7,0.01,0.9,1000,2,reg:squarederror,2,0.5,0.7209582328796387,2.0432100755232505,1.4279358386993408,50.9995522511122,0.9787254333496094,30.626262664794922,0.7209581970789875,0.6970083713531494,2.128520629675308,1.4832193851470947,52.78221760793199,1.0128878951072693,27.866317749023438,0.6970131642975723
7,0.01,1.0,1000,2,reg:squarederror,1,0.0,0.7187316417694092,2.0513457184472337,1.4336214065551758,51.209639149692876,0.9812144041061401,30.41677474975586,0.7187316361939222,0.6946582198143005,2.1367594769099085,1.4893345832824707,53.019435403913405,1.0120958089828491,27.4765682220459,0.694663216000396
7,0.01,1.0,1000,2,reg:squarederror,1,0.5,0.7189480066299438,2.0505566283236156,1.4330850839614868,51.182259072690115,0.980851948261261,30.701638221740723,0.7189479676405809,0.6951417922973633,2.1350669264298188,1.4875729084014893,52.91936309521795,1.0092238187789917,27.926292419433594,0.6951476122688778
7,0.01,1.0,1000,2,reg:squarederror,2,0.0,0.718180239200592,2.053355434265756,1.4350476264953613,51.2785566681149,0.983306884765625,30.35568618774414,0.7181802199537453,0.6950697898864746,2.135318834498347,1.4886391162872314,53.00020302795042,1.015321969985962,27.517040252685547,0.6950743124310211
7,0.01,1.0,1000,2,reg:squarederror,2,0.5,0.71751868724823,2.055764035944878,1.4361789226531982,51.31905480542932,0.9845056533813477,30.53306770324707,0.7175186809296554,0.6944340467453003,2.1375437369528782,1.4888547658920288,52.97207922152731,1.0144344568252563,27.755508422851562,0.6944403122768332
7,0.001,0.8,1000,2,reg:squarederror,1,0.0,0.5523043870925903,2.5880331439235147,1.9172905683517456,80.24650678750534,1.5035669803619385,35.59572124481201,0.552304397754079,0.54312664270401,2.613728255514861,1.9377676248550415,80.5867930152069,1.5090628862380981,32.66996765136719,0.5431379864930935
7,0.001,0.8,1000,2,reg:squarederror,1,0.5,0.5522376298904419,2.588226043269001,1.9175158739089966,80.26197287066601,1.5036535263061523,35.59790229797363,0.5522376464277022,0.5431005358695984,2.613802961837278,1.937839388847351,80.59194965366648,1.507861614227295,32.67054843902588,0.5431119161389775
7,0.001,0.8,1000,2,reg:squarederror,2,0.0,0.5519883632659912,2.5889463869439657,1.9179328680038452,80.2798326245479,1.5042616128921509,35.60542392730713,0.5519883408268432,0.5429394841194153,2.614263558051914,1.9381699562072754,80.6046889471288,1.5084774494171143,32.6733283996582,0.5429512685039679
7,0.001,0.8,1000,2,reg:squarederror,2,0.5,0.5519242286682129,2.5891317594262517,1.9181269407272339,80.29150452719767,1.505069613456726,35.60873603820801,0.5519242302295666,0.5428975820541382,2.6143832997758714,1.9382848739624023,80.61150479532344,1.5077061653137207,32.67313289642334,0.5429093005762323
7,0.001,0.9,1000,2,reg:squarederror,1,0.0,0.5523378849029541,2.587936320351287,1.9171826839447021,80.24067141030693,1.5017170906066895,35.61105155944824,0.5523379014335855,0.5431318283081055,2.613713569405471,1.937657356262207,80.58315160563095,1.5070027112960815,32.66055393218994,0.5431429028384357
7,0.001,0.9,1000,2,reg:squarederror,1,0.5,0.5522710084915161,2.588129687513442,1.9174071550369263,80.25594249239158,1.50058114528656,35.61220741271973,0.5522709923049702,0.5431023836135864,2.613797580134505,1.9377470016479492,80.58862698291613,1.5064902305603027,32.661330223083496,0.5431135199941639
7,0.001,0.9,1000,2,reg:squarederror,2,0.0,0.5520422458648682,2.5887906564331717,1.9178017377853394,80.27300082696314,1.5011228322982788,35.61923599243164,0.5520422349516669,0.5429546236991882,2.614220329303799,1.938050627708435,80.60072277672182,1.5075197219848633,32.667216300964355,0.5429660832275429
7,0.001,0.9,1000,2,reg:squarederror,2,0.5,0.5519916415214539,2.5889369936481805,1.9179656505584717,80.28339975790196,1.5032979249954224,35.61806678771973,0.5519916137847032,0.5429220199584961,2.6143136258984128,1.9381482601165771,80.60591373770308,1.507758617401123,32.66830348968506,0.5429334603555528
