n_estimators,learning_rate,max_depth,min_samples_split,min_samples_leaf,subsample,max_features,train_R2,train_RMSE,train_MAE,train_MAPE,train_MedAE,train_Max_Error,train_Explained_Var,test_R2,test_RMSE,test_MAE,test_MAPE,test_MedAE,test_Max_Error,test_Explained_Var
300,0.05,9,10,5,1.0,1.0,0.7218865337264512,2.039808586602211,1.4229734101454095,51.222327064325846,0.978145856898483,31.478657566656654,0.7218865337264512,0.6822854841273425,2.179621360390047,1.5205097092022222,54.78517444875306,1.0429684694260422,30.977634365589367,0.6822890992968806
500,0.001,3,10,5,0.8,0.8,0.33777081767674566,3.147621941620844,2.367295318424738,103.09140540180697,2.1517458543223347,39.50559262210395,0.3377708176821532,0.3333238804209814,3.1573299993532697,2.384816366254813,103.13019507826688,2.1531248194759884,37.50559262210395,0.33333940771101567
500,0.001,3,10,5,0.8,1.0,0.10723534073206653,3.6546593415831192,2.783857661212104,122.95432622749507,2.4705760501082574,42.140842989347604,0.107235341993,0.10750706258713183,3.6531282620792163,2.793039912628807,122.48514605825721,2.4705442647976366,40.05280257732254,0.10753335546569587
500,0.001,3,10,5,1.0,0.8,0.3374784042073816,3.1483167958311453,2.3686029050542308,103.15511602212935,2.1499760848027254,39.46896147998197,0.3374784042073815,0.33299700537375976,3.1581039328181557,2.3861476676566196,103.1926040197003,2.1513592525572687,37.46896147998197,0.3330124222417521
500,0.001,3,10,5,1.0,1.0,0.09900140739048635,3.6714740499072755,2.7989727948766636,123.46612936290704,2.48602229126065,42.2067918591955,0.09900140739048624,0.09926923327314496,3.6699489683907682,2.8083703667404345,122.99824672495279,2.4853745868416324,40.11075076922268,0.09929630163918035
500,0.001,5,10,5,0.8,0.8,0.37770697597338243,3.051236513976319,2.3045206156244844,100.30665536778167,2.1002650964949963,38.36534311528571,0.37770697629231886,0.3716029848428748,3.065346570855671,2.3220791256431528,100.33919450919603,2.102906385720044,36.36534311528571,0.3716209172622953
500,0.001,5,10,5,0.8,1.0,0.1508739448509867,3.5642198969512315,2.702861305755535,118.91305773410654,2.4575029182487653,41.92679780773136,0.1508739464915505,0.150895743463893,3.5632232675155486,2.7128971938254653,118.52766007073103,2.4573025457308275,39.71259820822806,0.15091861176246335
500,0.001,5,10,5,1.0,0.8,0.3775634074875127,3.051588467257319,2.3044415747064697,100.30382788622698,2.09930238245492,38.383022408242304,0.3775634074875127,0.3715080664395286,3.065578070058275,2.321859401919149,100.32989723071326,2.0998779676971377,36.383022408242304,0.37152624964626724
500,0.001,5,10,5,1.0,1.0,0.15439422406461634,3.556824010054604,2.696661923381983,118.64837963119052,2.4509420039649044,41.885499780569646,0.15439422406461623,0.15456296168984907,3.555520293035852,2.7063063634221742,118.24917408329488,2.4539338267453945,39.66367066973777,0.15458602377302766
500,0.001,7,10,5,0.8,0.8,0.39864601555067614,2.999462958780399,2.2687929149783166,98.93299699093161,2.0791135017122735,37.72649512202918,0.39864601586643333,0.3925261592734782,3.0138825018836095,2.2863024636834712,98.93999068359922,2.0815108515725367,35.735863675884914,0.39254662647800576
500,0.001,7,10,5,0.8,1.0,0.20513609608194538,3.4484568361066814,2.6064998752992254,114.3598730288789,2.385904485946508,41.474295827320574,0.20513609736446425,0.20400776811924115,3.4499828909305794,2.6183903203418986,114.09100738301395,2.3881149427587682,39.248619147786336,0.20402782315435386
500,0.001,7,10,5,1.0,0.8,0.3983858968280637,3.000111605118602,2.2692107827604,98.95336432547062,2.0786369329084025,37.686011095492006,0.3983858968280637,0.3922342618793868,3.0146065156050703,2.2867993430133127,98.96688568159226,2.0812577562486014,35.70134129826206,0.3922545762874008
500,0.001,7,10,5,1.0,1.0,0.20507622313175322,3.4485867107905444,2.6051204677874327,114.29924029738652,2.380432168740136,41.50755151003979,0.20507622313175333,0.20410694661855822,3.4497679549230815,2.6168842975455493,114.01497781760384,2.382010162895277,39.2129860927436,0.2041280109854683
500,0.001,9,10,5,0.8,0.8,0.415029212493522,2.958322359332247,2.2410751162721496,97.87416781532237,2.0687734082010083,37.52954357103549,0.41502921373171076,0.4066742607338554,2.978578985328889,2.261785855506136,98.03676559105018,2.073882363490376,35.52150429312684,0.40669628214185705
500,0.001,9,10,5,0.8,1.0,0.24961349398561705,3.3505871183362483,2.5294944638843915,110.84691232380817,2.3069674197021013,40.863002820828754,0.24961349500173213,0.2462727271988444,3.357141460796828,2.544851805306233,110.73164700584215,2.311476919561456,38.79053075103654,0.24629268704151908
500,0.001,9,10,5,1.0,0.8,0.41451279337444913,2.9596278922175263,2.2419983501420413,97.89845179120839,2.068704260800684,37.52309606831653,0.41451279337444913,0.40622564807679695,2.9797048219982587,2.2629672317535627,98.07654517867329,2.0730242452905783,35.511510025602924,0.40624740844416773
500,0.001,9,10,5,1.0,1.0,0.246554923875977,3.357408659006488,2.533538366130214,110.94610278341423,2.3113632438043004,41.11717255855158,0.24655492387597688,0.24308635892595454,3.364230104010755,2.5492203079457934,110.8526778375126,2.3165821820195447,38.89288797289547,0.2431064192923148
500,0.01,3,10,5,0.8,0.8,0.6257965643125329,2.366095621854968,1.6680897801593808,62.14684475571989,1.1325140194650518,33.319308872861285,0.6257965644752069,0.6147851705540333,2.4000153833598596,1.6911322021944568,62.8706695666267,1.1353675305221511,29.65379678007001,0.6147888396335781
500,0.01,3,10,5,0.8,1.0,0.44575429236586017,2.879582833335525,2.083344660941767,86.00333439178407,1.5821082153845727,38.67102577858985,0.44575429296953184,0.4434209413141893,2.8848680744743787,2.0987356557215575,86.16760158389224,1.6012840727043072,36.45011315138474,0.44342394926892603
500,0.01,3,10,5,1.0,0.8,0.6250840347462808,2.368347219706452,1.6694308821834924,62.22734637914389,1.1306750573107003,33.38148311075358,0.6250840347462808,0.6139899515358052,2.4024913445286877,1.692670550388272,62.94809137353739,1.1346636676412842,29.819333237641317,0.6139939721976834
500,0.01,3,10,5,1.0,1.0,0.4285291316397838,2.923987117460474,2.113963239061828,87.2225060218565,1.6165663052729855,39.18854810775545,0.4285291316397837,0.4269458602628422,2.927253633265239,2.1289863446242565,87.3888554062429,1.638505933803081,36.91018640782584,0.4269488620696056
500,0.01,5,10,5,0.8,0.8,0.6585470825154411,2.2601841267973684,1.5832005851513011,57.689750259736826,1.0790779562571753,33.26378607048515,0.6585470840569967,0.6474229343363277,2.2960934311308105,1.6082508158837647,58.48660727935982,1.0824405093071352,28.514917999331203,0.647427736923794
500,0.01,5,10,5,0.8,1.0,0.5362365103394506,2.6340661923358044,1.8847818491113761,75.63644466698779,1.3766917944473152,37.08653474908937,0.536236512531706,0.5296596550146787,2.651970222410253,1.9072292320379638,76.17983235629976,1.3891395713917114,34.39588097774937,0.5296619216926084
500,0.01,5,10,5,1.0,0.8,0.6573994052735637,2.263979358480132,1.5865043526536302,57.85154097970686,1.08337072342674,33.4447775077102,0.6573994052735637,0.6461409957421258,2.300263838672658,1.6116262021745678,58.66174247745373,1.0838500500420234,28.507475113183347,0.6461459676566932
500,0.01,5,10,5,1.0,1.0,0.5324748627163405,2.6447272490799887,1.8930335628060142,75.94909116211532,1.3993417615261459,36.76537895469515,0.5324748627163405,0.5266177622347024,2.6605321159032607,1.9136202657667094,76.4214577878121,1.4104258264551306,34.475752373506594,0.5266207310157796
500,0.01,7,10,5,0.8,0.8,0.6940873058131465,2.1393269199641383,1.4963256005510543,54.02732769094848,1.020271039102478,31.44300295115677,0.6940873085260981,0.6777302608330431,2.195190883304419,1.5346388857973339,55.305700697060445,1.04122393540696,28.27901710184956,0.6777351969441638
500,0.01,7,10,5,0.8,1.0,0.6114957415095255,2.410883909463799,1.7073853571018467,66.21539616482485,1.2127558754844125,34.7987297154051,0.6114957457812478,0.5984069927546198,2.4505050261782033,1.7400351571116117,67.16364403672061,1.2370483663768965,32.76424518367109,0.5984100578204108
500,0.01,7,10,5,1.0,0.8,0.6933446149632033,2.141922260685547,1.4988955985429733,54.12893271228245,1.0223343881428357,31.522446033233628,0.6933446149632033,0.677171967268827,2.197091512604225,1.5366159964507087,55.3711633391834,1.0443388566155312,28.005762282630386,0.6771770318766428
500,0.01,7,10,5,1.0,1.0,0.6067403659719797,2.4255939013455294,1.720663663278769,67.05290394951858,1.2296124655120302,35.02783364340398,0.6067403659719797,0.5949006021483927,2.4611797061702694,1.7521793473760534,67.99651323928317,1.2430554971241499,32.47564166174063,0.5949032417891507
500,0.01,9,10,5,0.8,0.8,0.7306277330236729,2.007496733363307,1.4029620790299004,50.177646017528275,0.9563501435531627,28.82750927693499,0.730627736583723,0.698072469719345,2.1247795796314635,1.48140146547141,52.90221535174285,1.009216679626912,27.89278353429092,0.6980785593421064
500,0.01,9,10,5,0.8,1.0,0.6581489680919317,2.261501365170786,1.5923401674994178,60.385136997487024,1.1224957278631515,32.90244178103447,0.6581489707721307,0.6344693319569373,2.337891956002773,1.64836858053904,62.273212479152704,1.1636847870804077,32.47428382847376,0.6344733402678617
500,0.01,9,10,5,1.0,0.8,0.7300094520545644,2.009799282242253,1.404314242563766,50.200089619767994,0.9559043402895044,29.073439179255214,0.7300094520545644,0.6973584562503446,2.127290489045517,1.483342529700314,52.91700724914844,1.005249263802706,26.796954788557613,0.6973661064075463
500,0.01,9,10,5,1.0,1.0,0.6578144991763527,2.262607427332548,1.5947352140719755,60.54798488669112,1.1247779604168004,32.822888758134965,0.6578144991763526,0.6345492785669,2.3376362773777473,1.6511998778566142,62.48666380480691,1.166667468414474,32.366547714936445,0.6345531540585065
500,0.05,3,10,5,0.8,0.8,0.6684255113185622,2.227249965792912,1.5630404009183645,57.06837477297935,1.0883962597445236,33.02808144144819,0.6684255146124634,0.6583101616343857,2.2603649183806964,1.5855421515176988,57.71161211036521,1.091523069090093,28.386149810134707,0.6583161158908406
500,0.05,3,10,5,0.8,1.0,0.5972483469249781,2.4546923688106146,1.7647955165130822,70.48550549574809,1.2938750294250037,34.166886452058506,0.5972483494942953,0.5868116644128056,2.4856304066570765,1.7915273474763642,71.26458947577247,1.3068887931353113,31.729480440157396,0.5868134015382258
500,0.05,3,10,5,1.0,0.8,0.6664399784009647,2.233908616646648,1.5665336152534073,57.15085862062281,1.088841336647089,33.16013446777838,0.6664399784009647,0.6561568992572888,2.267475921237452,1.5896451024484801,57.81886202624468,1.0927897696395548,28.362649608701936,0.6561638265067058
500,0.05,3,10,5,1.0,1.0,0.6031472714887697,2.4366496648592824,1.75148243336198,69.61126810769535,1.2799127465465223,33.93926954324947,0.6031472714887697,0.593514537044759,2.4653866270878018,1.7766353768022651,70.27536337538494,1.2939168878800316,31.308686850941342,0.5935172653166935
500,0.05,5,10,5,0.8,0.8,0.7101276889947505,2.0824844784066414,1.4584606169925722,52.53836749275863,1.0090410545905573,31.184750138232296,0.7101276929567711,0.6928670539408339,2.1430175585561324,1.49801589470128,53.793265104137475,1.0345635246834572,28.051729185064186,0.6928731034267273
500,0.05,5,10,5,0.8,1.0,0.6558518235961254,2.2690869754153034,1.5965954141215126,59.76033621399927,1.1188515209584549,32.22527072712103,0.6558518274947454,0.6410569690268803,2.3167292903600543,1.6324137907206366,60.844977343825455,1.1400507901748318,30.69552407646166,0.6410582899244036
500,0.05,5,10,5,1.0,0.8,0.7059311257792894,2.0975046684868737,1.466195034029136,52.69375765961599,1.0115394204557993,31.205872335887424,0.7059311257792893,0.6893701039646891,2.1551829978784127,1.5060831848796776,54.03374314663137,1.0361232635828521,27.080390897750306,0.6893767117017756
500,0.05,5,10,5,1.0,1.0,0.6552863638326015,2.2709503454086946,1.601552545130439,60.310172430065165,1.1316966557988009,32.08936112938269,0.6552863638326015,0.6411876810589026,2.316307424017669,1.636333826475421,61.40567881307807,1.1572550673781485,30.148119913463148,0.6411884973243869
500,0.05,7,10,5,0.8,0.8,0.7560845560341036,1.9102845197240967,1.3442765458482613,48.04952780414348,0.9296458948381299,28.030949331055304,0.7560845632206468,0.7099213787247385,2.0826696482690124,1.451171988450971,51.436673606746794,0.9953741844177002,27.877203822580064,0.709926707446962
500,0.05,7,10,5,0.8,1.0,0.6968822862051985,2.129531482660977,1.4892199000424804,54.21739224218237,1.0282918216506856,31.129371576351176,0.6968822945690523,0.6717176283468314,2.2155742435474544,1.550985154860428,56.38797291580521,1.06886401054952,30.468428414947738,0.6717207643504406
500,0.05,7,10,5,1.0,0.8,0.7462483129911913,1.9484213321501214,1.363045384865564,48.34823131651736,0.9316493037245837,30.050998677562383,0.7462483129911914,0.7068428537285008,2.0936918828747597,1.4578436214679482,51.56048679856845,0.9933135217286191,27.197726088920184,0.70684788739225
500,0.05,7,10,5,1.0,1.0,0.6979497031993747,2.125778645597803,1.4876686212176922,54.18308925975918,1.0309485285847535,31.887433142594144,0.6979497031993747,0.6731807113646083,2.2106315644041032,1.547257054825065,56.271102536354874,1.073438007983001,30.20950389080464,0.6731853371129816
500,0.05,9,10,5,0.8,0.8,0.8158871071755942,1.6596652755940486,1.1790878933540805,42.19617464109377,0.8194034775143915,21.435335489461963,0.8158871233207764,0.7109792800355034,2.0788684867002716,1.4462993158245199,50.90494148091569,0.978397185350879,28.4578390253973,0.7109851972913528
500,0.05,9,10,5,0.8,1.0,0.7440356790227868,1.9568977014647937,1.366148579423432,48.85946515474292,0.9388284662811494,30.28356166849789,0.7440356920086735,0.6942702855780867,2.1381164355765083,1.4919578680209213,53.45806247270358,1.0227918869929584,31.1285463402544,0.6942790385705575
500,0.05,9,10,5,1.0,0.8,0.8019238222006244,1.7214504642931945,1.2096678058498809,42.69435409872875,0.8296834863429372,23.893164587653647,0.8019238222006244,0.712116603728879,2.0747741834359688,1.4408256861195086,50.606958133612466,0.9774063171992586,28.42051551344579,0.7121216352534216
500,0.05,9,10,5,1.0,1.0,0.7442115277926746,1.9562253867154136,1.3637544254074958,48.62238388848891,0.9367831081541204,30.3159869078432,0.7442115277926746,0.6943162630581041,2.13795565810336,1.490477281367369,53.327170239369956,1.0210019995982698,31.151701398885223,0.6943212780271664
