n_estimators,learning_rate,max_depth,min_samples_split,min_samples_leaf,subsample,max_features,train_R2,train_RMSE,train_MAE,train_MAPE,train_MedAE,train_Max_Error,train_Explained_Var,test_R2,test_RMSE,test_MAE,test_MAPE,test_MedAE,test_Max_Error,test_Explained_Var
100,0.05,9,10,5,1.0,0.8,0.7288858978804962,2.0139767877130956,1.4069271582083294,50.31365265840051,0.959582846673852,29.258700193901948,0.7288858978804962,0.6968289300750896,2.12915071563286,1.4844673298116116,52.98791580972868,1.0075393372102686,27.3551970153751,0.6968354855864342
100,0.05,9,10,5,1.0,1.0,0.659053748154252,2.258506614756334,1.5917874587573264,60.26398488762313,1.1217167076514096,32.44021284513787,0.659053748154252,0.6352962806922655,2.335245924286089,1.64827419379655,62.19103264352099,1.1647422775072265,32.14672466259516,0.6353004564964488
300,0.001,3,10,5,0.8,0.8,0.23747394186573945,3.377580833031338,2.558227684017528,112.60901054398494,2.1798033450525125,40.64981872678336,0.2374739418862739,0.23455877985074758,3.3831281559496564,2.5726117434075344,112.41953091347293,2.1798033450525125,38.64981872678336,0.23458202299035014
300,0.001,3,10,5,0.8,1.0,0.07117421895681808,3.727739343533203,2.8519124134921654,126.2263144832612,2.4743064851631162,42.32833080572914,0.07117422045927813,0.07132704252783295,3.7264382261280278,2.861025931670555,125.70549604759123,2.4792372521825916,40.27132542029415,0.07135755002586519
300,0.001,3,10,5,1.0,0.8,0.23652699337852645,3.3796774188822547,2.5598751246878817,112.68642436012031,2.1865079811030723,40.65512510640253,0.23652699337852645,0.2336630700969755,3.3851070243598285,2.574223873861315,112.49660375562256,2.1865079811030723,38.65512510640253,0.23368603790293996
300,0.001,3,10,5,1.0,1.0,0.06299917379310005,3.7441082237492114,2.8668893688369215,126.75739610099887,2.48016450429693,42.373659001266475,0.06299917379309994,0.06319918147555215,3.7427098259871494,2.875996234034895,126.23195571975873,2.4784207128317925,40.309431154505155,0.06323036726919284
300,0.001,5,10,5,0.8,0.8,0.268332343402263,3.30853196872195,2.516421544317638,110.85147360610328,2.291605147775081,39.79043297016119,0.2683323434646532,0.2640369504103379,3.3173441733300724,2.5311128644415186,110.66603379873372,2.3124857552977898,37.79043297016119,0.26406099338097766
300,0.001,5,10,5,0.8,1.0,0.09985242766992686,3.6697397314288756,2.7997286893743034,123.6579045942771,2.4766697884501463,42.19102985956801,0.0998524292596723,0.09987403131913064,3.6687166630463404,2.8092606461653116,123.18903749384043,2.476684953716348,40.07283206901394,0.09990198845636333
300,0.001,5,10,5,1.0,0.8,0.26818711010406815,3.3088603180505167,2.516316347898577,110.84613092439979,2.286214204103337,39.808900804419196,0.26818711010406815,0.26395233526940376,3.3175348686899038,2.530877075513996,110.65427710242075,2.321216714988222,37.808900804419196,0.2639764576234245
300,0.001,5,10,5,1.0,1.0,0.09954013456734734,3.670376257626835,2.80051702355253,123.71740673598323,2.48476887325813,42.18254507837913,0.09954013456734723,0.09981894202184205,3.668828927294744,2.8094824140352803,123.22157783114524,2.4835719140064545,40.07360500286068,0.09984754701614973
300,0.001,7,10,5,0.8,0.8,0.28341467961456757,3.274253950956215,2.493019449258693,109.93963725568743,2.2689722674652573,39.425048020089235,0.28341467971221757,0.2792151258705453,3.282958242320769,2.507716430778734,109.73270860365707,2.286263222945266,37.43279836681858,0.27924133802099693
300,0.001,7,10,5,0.8,1.0,0.13794282180788509,3.591256647556869,2.733894383796967,120.63289615234069,2.461209593910285,41.90083660169724,0.1379428230582208,0.13724920595317402,3.591742639497788,2.7443815110501584,120.23215421989416,2.4572548386791033,39.75406511705355,0.13727487213546308
300,0.001,7,10,5,1.0,0.8,0.28316851499945617,3.2748162958940177,2.4935446035062676,109.96197129592773,2.2693426851639926,39.39261209005236,0.28316851499945617,0.27899751825642627,3.2834537735287554,2.508201810256842,109.76051483452571,2.2806647285126673,37.39596854511886,0.2790233912572322
300,0.001,7,10,5,1.0,1.0,0.13529939556763537,3.596758577064198,2.7371966109748342,120.74697229348124,2.461143514612159,41.972168803544534,0.13529939556763526,0.1347480455666985,3.59694519796678,2.747633563885442,120.34304491330855,2.4594240786094206,39.76753180117061,0.13477446446104435
300,0.001,9,10,5,0.8,0.8,0.29475831055394797,3.2482346530968416,2.4754209019067046,109.25770456029318,2.2513488159862405,39.28107178164411,0.2947583110920897,0.2891175228438354,3.260329032047251,2.491967139516805,109.1447344743946,2.2675970570907693,37.27379227114598,0.28914490473152676
300,0.001,9,10,5,0.8,1.0,0.16850881289286523,3.5270143928549786,2.6822258637336693,118.30547578680155,2.4396462237792127,41.56743088048319,0.16850881357185066,0.1664214958535697,3.5304964568862576,2.694824087967339,118.0085508049299,2.440063861785184,39.455429799594015,0.16644669544706248
300,0.001,9,10,5,1.0,0.8,0.29463559729798583,3.2485172399876556,2.4756961765873466,109.2657112503711,2.2591872059932108,39.28212602370844,0.29463559729798583,0.28910572165323667,3.2603560939075993,2.4923321777734704,109.16428973220351,2.27192566983486,37.268976591994104,0.2891326664504239
300,0.001,9,10,5,1.0,1.0,0.16319144250614404,3.5382740153813708,2.690777898295511,118.60764533798857,2.453731778716107,41.68739895523259,0.16319144250614404,0.16107247367229816,3.5418058327172166,2.703392937203593,118.31537188982055,2.452429213734205,39.52875927195447,0.16109827012014388
300,0.01,3,10,5,0.8,0.8,0.6025190280250587,2.4385775889379184,1.7352351078391215,66.56285895991083,1.16747367128893,33.452098617317674,0.6025190281293086,0.5919029098433128,2.470269155488332,1.7578962573659662,67.23026947939273,1.1746009837475802,30.977336725209227,0.591906102734068
300,0.01,3,10,5,0.8,1.0,0.3726982520241734,3.063491329495416,2.236048617818887,94.27981379882486,1.725958537254067,40.090316004819044,0.37269826217161905,0.3720009630239357,3.064375740124078,2.2493384146628492,94.30803578046645,1.7422786993388177,37.78968147888095,0.37200574413330656
300,0.01,3,10,5,1.0,0.8,0.6023119469256197,2.4392127357863136,1.7354371783040405,66.59915993676475,1.162593823359504,33.47648387194036,0.6023119469256197,0.5918748126550701,2.4703541921432373,1.7578077793627986,67.25624163423818,1.1688697252021987,30.991144600219044,0.5918779205898468
300,0.01,3,10,5,1.0,1.0,0.35216075849005657,3.1132359164326515,2.2666877564829657,95.29822400342873,1.7783374855292218,40.42709926272989,0.35216075849005657,0.3523306681795272,3.11199716805773,2.2800398992683024,95.3632371255329,1.793141069709105,38.059044478470874,0.3523353812824477
300,0.01,5,10,5,0.8,0.8,0.636951432564072,2.3305625869708058,1.6445283927444811,61.37661474913192,1.112492790641866,33.62282130913978,0.6369514326532234,0.6261652176099999,2.3642988986049995,1.66774075851116,62.07381530123828,1.1154095961331096,29.519148785656537,0.6261698267175919
300,0.01,5,10,5,0.8,1.0,0.4677308738000455,2.8219157576649057,2.0388460532934065,84.00561329163226,1.5265315507471513,38.83885907477968,0.4677308824174834,0.46412339521322343,2.830707041006984,2.0576931733887367,84.37203826242214,1.5431510979041945,36.04088787112024,0.4641260745869221
300,0.01,5,10,5,1.0,0.8,0.6364705605113492,2.3321055369473203,1.6462825783385497,61.48260664697456,1.1193500761424682,33.71013578965271,0.6364705605113492,0.6258001159855675,2.3654531500966365,1.6689751327114613,62.17284187487186,1.1234515686370774,29.51409473113266,0.625804648591789
300,0.01,5,10,5,1.0,1.0,0.4557809017344333,2.853417338411177,2.0633769755770888,85.11031385569876,1.54959053821649,38.56682972532913,0.4557809017344333,0.45306607366296536,2.8597624433483815,2.0802466690524057,85.39210407866894,1.564735211476392,36.17014370758419,0.45306939729907814
300,0.01,7,10,5,0.8,0.8,0.6680048338696054,2.2286624038264917,1.5703686654509932,58.14374468266282,1.0787368075736725,33.289258230647945,0.6680048339010733,0.6546637075996553,2.2723940194460597,1.600063220139547,59.126102712545894,1.0919334867718933,28.72636662606577,0.6546687784434473
300,0.01,7,10,5,0.8,1.0,0.5560143364288685,2.5772875751605584,1.8487603343149424,74.41674013198148,1.3448209271817844,36.780928390018595,0.556014341152967,0.5469244100034694,2.6028423173529163,1.874585090108733,75.07150143384632,1.356240930440109,34.41317853903546,0.5469276642068079
300,0.01,7,10,5,1.0,0.8,0.666772445304717,2.2327950451873675,1.5731085070389246,58.258162291463044,1.0796958677312365,33.408564686291285,0.666772445304717,0.6535080699938678,2.276193027452046,1.6031414208271828,59.230422114125936,1.0953832764697948,28.703619858231605,0.6535132692869949
300,0.01,7,10,5,1.0,1.0,0.5422517890983575,2.616927761617648,1.8794896913383234,75.99017236849642,1.3825603383477683,37.10597382032236,0.5422517890983575,0.5344535489030408,2.638420646265056,1.9039500773922726,76.60644380285467,1.3942540756212778,34.29698652342762,0.5344565455642057
300,0.01,9,10,5,0.8,0.8,0.6996047266226462,2.119946759200655,1.4909916325268908,54.889562366296765,1.0213419819445284,30.018334475795953,0.6996047285594953,0.6771410076908391,2.1971968618744087,1.5445999411955853,56.80494870879107,1.0504905435273582,28.319019253362445,0.6771476547411412
300,0.01,9,10,5,0.8,1.0,0.6080420838318495,2.421576128098688,1.7269556118512683,68.3331677359563,1.2298097023464023,35.14308428367795,0.6080420876958268,0.5906262252935861,2.4741301138877847,1.769365089493269,69.65477020704071,1.2545601297696556,33.88662572212657,0.5906308219863449
300,0.01,9,10,5,1.0,0.8,0.6986387720168287,2.123352486501814,1.4929147039998767,54.92888952272197,1.022496984362589,30.12980664445931,0.6986387720168286,0.6761487159833046,2.2005707613409697,1.5468272569094448,56.84214207911082,1.0492787962365182,28.055840277500725,0.6761567128867287
300,0.01,9,10,5,1.0,1.0,0.6041794491105066,2.4334788503951614,1.7380596067887046,68.92666419541608,1.242162423386187,35.238095848088776,0.6041794491105066,0.5873122910172625,2.484124132449943,1.780186726983456,70.26423088265268,1.2653340831176563,33.82398903239215,0.5873166793256088
300,0.05,3,10,5,0.8,0.8,0.656383278441718,2.267334266446241,1.5875997381443758,57.8572207906798,1.0947414782981624,33.215726850024296,0.6563833036326824,0.6462869828392853,2.2997892944633733,1.609339076439921,58.49172138507519,1.0931244368801694,28.487828076542712,0.6462929173636378
300,0.05,3,10,5,0.8,1.0,0.5710088666926791,2.5333929907628248,1.8285825867964545,73.84570846855368,1.3406119760949058,35.22497580270631,0.5710088777214888,0.5619935355516834,2.5591915122781357,1.8521361273219699,74.47160614952193,1.3542538541334814,32.89582149735886,0.5619963480487009
300,0.05,3,10,5,1.0,0.8,0.6558102276089203,2.269224099577868,1.5893258100942582,57.936257941045774,1.0966918191116193,33.26788979453549,0.6558102276089203,0.6457365116677876,2.3015781394921477,1.6109515091850397,58.563632855274314,1.0970943206032502,28.512984249330188,0.6457424798172964
300,0.05,3,10,5,1.0,1.0,0.5714641103099374,2.532048420870637,1.8217589540168833,72.91111226063207,1.3428800839795731,35.123928618572144,0.5714641103099374,0.5639403805063303,2.5534976490643335,1.8433283622270247,73.4037137233659,1.352908446020656,32.12533662718098,0.5639438099593863
300,0.05,5,10,5,0.8,0.8,0.6963005878074731,2.1315738432041083,1.4900708256267512,53.70888258839993,1.026216007573213,31.402793627138063,0.6963006095415281,0.6823524753202835,2.179391557964328,1.52314023391503,54.771527881623584,1.042354947794686,28.008013298027176,0.6823611850111284
300,0.05,5,10,5,0.8,1.0,0.6346236507798857,2.338022157629988,1.6522720605275207,62.84927835511176,1.1712764128680604,33.27090331103246,0.6346236666847661,0.6219519987117246,2.3775847131721095,1.6839613921521366,63.78088953249055,1.1899532445955947,31.31400105176531,0.6219543583747464
300,0.05,5,10,5,1.0,0.8,0.6929884451631814,2.143165784640924,1.497496595596846,53.927102455976375,1.0296690337601615,31.530739018049537,0.6929884451631814,0.6788092898144348,2.191512814392039,1.5311982347997655,55.045877963572956,1.0487169770444615,27.906161803809834,0.6788158101110743
300,0.05,5,10,5,1.0,1.0,0.6316140721824375,2.34763147022597,1.6625359009178302,63.73125814811701,1.1876615719542938,33.22235578744866,0.6316140721824375,0.620358679364698,2.3825897239272726,1.693254373182689,64.62543719072727,1.2096960604130564,30.941692052351808,0.6203601805676577
300,0.05,7,10,5,0.8,0.8,0.7360838130234184,1.9870620115212743,1.392395458489935,49.693444316102024,0.9574149495229128,29.901418026420288,0.7360838337575233,0.7045636012012326,2.1018151931242413,1.4649512050722395,52.04500309427495,1.007829953101467,27.779947714103493,0.7045700063708922
300,0.05,7,10,5,0.8,1.0,0.6758839979085873,2.202057440459945,1.5434038015771963,57.08899212654869,1.0757085661882562,31.176327453779344,0.6758840180022679,0.6549459871651367,2.2714650966173555,1.5940565573715864,58.81340023651569,1.109405445483998,30.4318752372957,0.6549493080714657
300,0.05,7,10,5,1.0,0.8,0.7310636633076572,2.0058716904867326,1.402021351963143,49.89790972435081,0.9612888449273523,30.748411904399546,0.7310636633076572,0.701536750039119,2.1125546784963265,1.4710725594186433,52.20301742023462,1.0011189652738863,27.734586443429773,0.7015421472214016
300,0.05,7,10,5,1.0,1.0,0.6773130349065666,2.1971976097068775,1.5402282856942882,56.84455867564843,1.0761325606854186,32.02645267715259,0.6773130349065666,0.656749722340026,2.265520389841172,1.589257776229689,58.49976567518414,1.106505504430042,30.737299516585416,0.6567532569598895
300,0.05,9,10,5,0.8,0.8,0.7868560234872843,1.7857264796445926,1.2591544991745973,44.79098533136503,0.8693412145897744,24.5807245974165,0.7868560399184559,0.7132222320940386,2.0707862217458857,1.4409023595726864,50.770269997500684,0.9736456200351424,28.069564644072702,0.7132285759404159
300,0.05,9,10,5,0.8,1.0,0.7201742371081338,2.0460783257160675,1.4276756308576801,51.491268078351204,0.9813737479364453,30.843218595255454,0.720174251438312,0.6811445301930577,2.183531504236652,1.5238313386353701,54.99073679055796,1.0526835127697285,30.806472938186108,0.6811505544238019
300,0.05,9,10,5,1.0,0.8,0.7753818038745757,1.8331621188210871,1.2832726214156762,45.28943186145645,0.876889319270973,26.90698402071791,0.7753818038745757,0.7115058492561624,2.076973869577371,1.442463799081703,50.72839668856245,0.9756255178199364,27.355563956624223,0.711511350647329
