n_estimators,num_leaves,learning_rate,max_depth,min_child_samples,objective,boosting_type,train_R2,train_RMSE,train_MAE,train_MAPE,train_MedAE,train_Max_Error,train_Explained_Var,test_R2,test_RMSE,test_MAE,test_MAPE,test_MedAE,test_Max_Error,test_Explained_Var
100,50,0.01,-1,20,regression,gbdt,0.8408087882016869,1.3246522711926174,0.9729231997912369,46.995399167115494,0.9667065460814355,35.153864620017124,0.8408087882016869,0.8425116334493639,1.2920508998426259,0.9610605939647623,46.90252293799005,0.9667065460814355,24.775114354062847,0.8425266815730985
100,50,0.01,5,1,regression,gbdt,0.8328722859498969,1.3572710334866065,0.9761447118716038,47.02401618217223,0.9544926095740873,41.71886193777109,0.8328722859498969,0.8354667267981946,1.320633325779269,0.9634601117929356,46.92187577466089,0.9544926095740873,29.71305444147221,0.8354841432394264
100,50,0.01,5,20,regression,gbdt,0.832564892659003,1.3585186552374402,0.9771041793208265,47.04862082387338,0.9544926095740873,41.63004001693144,0.832564892659003,0.8357135107930243,1.3196425429970395,0.9642340302755795,46.945218332736786,0.9544926095740873,29.598824148223873,0.8357313979529122
100,50,0.01,10,1,regression,gbdt,0.8414746168097335,1.3218791421058531,0.9730644883743521,46.993101423214085,0.9667065460814355,26.205151752088053,0.8414746168097335,0.8423312974330486,1.292790435891674,0.9610322747086288,46.89631975884524,0.9667065460814355,24.767446294701763,0.8423467181498228
100,50,0.01,10,20,regression,gbdt,0.8408087882016869,1.3246522711926174,0.9729231997912369,46.995399167115494,0.9667065460814355,35.153864620017124,0.8408087882016869,0.8425116334493639,1.2920508998426259,0.9610605939647623,46.90252293799005,0.9667065460814355,24.775114354062847,0.8425266815730985
100,50,0.05,-1,1,regression,gbdt,0.9946261441315271,0.2433802602376129,0.12020942446069272,3.716634047548796,0.04682676328490176,7.153726725679806,0.9946261441315271,0.9931275082809722,0.2699059733791965,0.12149042986023234,3.72874151273083,0.04682676328490176,14.529677127918681,0.9931279345998512
100,50,0.05,-1,20,regression,gbdt,0.9939687507635765,0.2578374408419855,0.11652098653277215,3.6007954702858136,0.048131948771984456,17.476164613167157,0.9939687507635765,0.9936487152664851,0.25946941642643845,0.11683009894354997,3.608670103262164,0.04816093560616608,9.950996989506685,0.9936491624760966
100,50,0.05,5,1,regression,gbdt,0.9866657015563312,0.38337821382729437,0.1894783693229863,5.220178427831276,0.07043246490730226,18.63919569600381,0.9866657015563312,0.9857296652262186,0.3889309141026641,0.1896360280878855,5.241781473581022,0.07043246490730226,16.802668330534324,0.9857312399512562
100,50,0.05,5,20,regression,gbdt,0.9854124590500037,0.4009898578082096,0.1921135698523551,5.266200882428033,0.07044536680703573,31.814796954224853,0.9854124590500037,0.9857563580897171,0.3885669934490597,0.19139586042168175,5.278682485141269,0.07044536680703573,15.62070170016397,0.9857581063170666
100,50,0.05,10,1,regression,gbdt,0.9947077052081855,0.24152626073284508,0.11893526193082032,3.634803958062321,0.0450263809846414,6.529724474370848,0.9947077052081855,0.9932723781063382,0.2670460577957705,0.12025851130155528,3.6516893060851228,0.0450263809846414,14.669348959941644,0.9932727497820729
100,50,0.05,10,20,regression,gbdt,0.994095463394487,0.2551145648412827,0.116480692601005,3.547566598561118,0.044848929893515965,17.37977648844368,0.994095463394487,0.9937619691595564,0.25714562653117257,0.11701363890700539,3.5608634001618125,0.044848929893515965,10.365657487142045,0.9937623247669243
100,50,0.1,-1,1,regression,gbdt,0.9980268472425204,0.14747645801124967,0.06558768539511148,1.6575588383895925,0.019320256062748786,3.754292325120685,0.9980268472425204,0.9965237480286917,0.19196011774415353,0.06895677035095431,1.6923261549309792,0.019436087535931623,14.0456981200898,0.9965238106920488
100,50,0.1,-1,20,regression,gbdt,0.9975956276357105,0.16279580435958993,0.06375737395638682,1.5896462274508936,0.016750319982761885,11.227349120793768,0.9975956276357105,0.9969988945491765,0.17835940356301896,0.06609788516731512,1.6280648556487927,0.016768830126705048,9.683284563130975,0.9969989026501067
100,50,0.1,5,1,regression,gbdt,0.9934199512556546,0.26931274065536004,0.128558253971914,3.372376687320781,0.04778795637709665,9.25371028737733,0.9934199512556546,0.9923614458788867,0.28455155522632253,0.1302288155317923,3.4003947348316146,0.04778795637709665,12.16996567542083,0.9923619865467745
100,50,0.1,5,20,regression,gbdt,0.9921254453364272,0.29461533271862633,0.13527814626792142,3.5217160055141155,0.05300487721331404,23.499293089451434,0.9921254453364272,0.991872055575449,0.2935254390170971,0.1369729489939587,3.5590767638068064,0.05372530814872123,9.902315514131395,0.9918727661107452
100,50,0.1,10,1,regression,gbdt,0.9979151811324724,0.15159207877663822,0.06772560125361038,1.761507774979906,0.021225086958862605,3.549839733875615,0.9979151811324724,0.9962136072015364,0.20034025226675897,0.0713548094397416,1.8014711367648892,0.02139450557403655,15.185942004175292,0.9962136240257617
100,50,0.1,10,20,regression,gbdt,0.9974930252197828,0.16623303214216945,0.06646507709501213,1.6240461702106843,0.01920359291676066,11.690930702124177,0.9974930252197828,0.9968588098451434,0.1824746323800382,0.06914314631157478,1.6676863111853508,0.019241453248013407,9.907136180972394,0.9968588307234911
300,31,0.01,-1,1,regression,gbdt,0.980475468883579,0.4639088424978088,0.2613513435636959,10.51317679229022,0.1671999909567523,17.677451323530164,0.980475468883579,0.9801875410893318,0.45827331896033585,0.2580937871881763,10.487928608357649,0.1671999909567523,16.007629448913058,0.9801904328295677
300,31,0.01,-1,20,regression,gbdt,0.9797214650747902,0.47278167137730465,0.25777556340663715,10.413359908773492,0.16559053354415076,28.052546589973023,0.9797214650747902,0.9802584011555635,0.4574530682933169,0.254286310367988,10.38741490246062,0.16559053354415076,17.920057828942255,0.9802610008785946
300,31,0.01,5,1,regression,gbdt,0.9747565873900843,0.5274926068537612,0.28032047487004413,10.562929958871814,0.15194953339602124,35.781657801382025,0.9747565873900842,0.9746059908157239,0.5188251493166144,0.27718157100650986,10.54591812830617,0.15211970582350443,21.057472164623363,0.9746094875789278
300,31,0.01,5,20,regression,gbdt,0.9737034241177649,0.5383837524433711,0.2801227277007402,10.506706062632425,0.15132438149058758,40.32634486102206,0.9737034241177649,0.9745900674383181,0.518987789132871,0.27639284578273077,10.48143550552674,0.15140801807945348,22.130685434330324,0.9745939412473184
300,31,0.01,10,1,regression,gbdt,0.980475468883579,0.4639088424978088,0.2613513435636959,10.51317679229022,0.1671999909567523,17.677451323530164,0.980475468883579,0.9801875410893318,0.45827331896033585,0.2580937871881763,10.487928608357649,0.1671999909567523,16.007629448913058,0.9801904328295677
300,31,0.01,10,20,regression,gbdt,0.9797214650747902,0.47278167137730465,0.25777556340663715,10.413359908773492,0.16559053354415076,28.052546589973023,0.9797214650747902,0.9802584011555635,0.4574530682933169,0.254286310367988,10.38741490246062,0.16559053354415076,17.920057828942255,0.9802610008785946
300,31,0.05,-1,1,regression,gbdt,0.9979742673704557,0.1494284893194752,0.06922983228355009,1.7969123791689783,0.02436961406082716,3.7623465089870534,0.9979742673704557,0.9967400522846503,0.18589200039792697,0.07258389252043329,1.8380368067111394,0.02446533258293737,11.724193128569677,0.9967401435394988
300,31,0.05,-1,20,regression,gbdt,0.9975892440189441,0.16301177281120524,0.06882822821430502,1.7379090459900954,0.02319808630417519,10.542032721874136,0.9975892440189441,0.9971854229200229,0.17272768681253417,0.07126920936943078,1.7719800777400134,0.02347882580989047,7.9542334941478074,0.9971854661676068
300,31,0.05,5,1,regression,gbdt,0.9962141248185497,0.20427983094862626,0.09684096018583696,2.5320012496702318,0.03394335033827778,5.919799041531704,0.9962141248185497,0.9952072604464058,0.22539656759770146,0.099765804186307,2.57058879341284,0.03406447621904718,12.459054291370549,0.9952074276867618
300,31,0.05,5,20,regression,gbdt,0.9954391996435465,0.22421407664656176,0.101426652658452,2.660541941995482,0.038870367456823374,17.56348388669106,0.9954391996435465,0.9950900954431259,0.2281349945482718,0.10340624828313764,2.685221665638448,0.038794573517243025,8.88003709504735,0.9950904109818582
300,31,0.05,10,1,regression,gbdt,0.997967570650568,0.1496752778311183,0.06988440897996145,1.794963752635264,0.023125960048367533,3.496785063548379,0.997967570650568,0.9966869831163646,0.18739897370347403,0.07330378361832025,1.8350651844748698,0.023297188216866438,12.707371565845893,0.9966870933723597
300,31,0.05,10,20,regression,gbdt,0.9975358360378047,0.16480756583469705,0.06909989461414326,1.7541547219750673,0.02282426360821921,10.913942635465915,0.9975358360378047,0.9971577011230827,0.17357623154074964,0.07133823643635927,1.7863869530828598,0.02295921509187626,8.361449758472617,0.9971577919376341
300,31,0.1,-1,1,regression,gbdt,0.9992083002612648,0.09341628558776253,0.04035373955879028,0.9916841713942964,0.010380686081484125,2.3033634810830517,0.9992083002612648,0.9977657849117878,0.15389264843641196,0.045350700126883116,1.042964798817533,0.010521486855854523,12.58536855413612,0.9977657892228924
300,31,0.1,-1,20,regression,gbdt,0.9988822553074902,0.11099761628925249,0.04171812623934569,0.9894280124531128,0.010334051095871488,7.249522163373378,0.9988822553074902,0.9981790013773442,0.1389345287158851,0.04533660678628319,1.0392244262472565,0.010341083115109395,8.654216686327615,0.9981790015310852
300,31,0.1,5,1,regression,gbdt,0.998657949336576,0.12162610519148859,0.052099855790804804,1.368104922287874,0.016280216109477497,3.8188824576366502,0.998657949336576,0.9975806559357403,0.16014161401154792,0.055894518960780584,1.4182770284633222,0.016433487954917503,14.950083144138954,0.9975806769157913
300,31,0.1,5,20,regression,gbdt,0.9980997967174091,0.1447246060609486,0.05768530419892183,1.4830441828352978,0.018198322074076678,10.16843924439911,0.9980997967174091,0.9976804717682503,0.15680330599631556,0.06073665327137641,1.5322572655814382,0.01825871629724629,7.44363605252229,0.9976804856029806
300,31,0.1,10,1,regression,gbdt,0.9991780575843661,0.09518380027681646,0.041032677292942916,1.0003894324276068,0.01080009723441755,3.1881764387347546,0.9991780575843661,0.9977185972518382,0.15550929902710936,0.04604368173307646,1.05212361958032,0.010925799778921386,12.408649469344923,0.9977186019722347
300,31,0.1,10,20,regression,gbdt,0.9988622703185213,0.11198552444961822,0.0411336566798172,0.9483791428127913,0.00950857686239659,7.496819754197027,0.9988622703185213,0.998249755566016,0.13620866493859665,0.04425864315886554,0.9912544423717967,0.009602649328834478,7.564008449343898,0.9982497557255717
300,50,0.01,-1,1,regression,gbdt,0.9850617585959037,0.40578134825631024,0.22827930524432136,9.637170989326256,0.15546043422807942,15.247492949983267,0.9850617585959037,0.9840481561040326,0.41120731245972014,0.2259448828385011,9.613676970942958,0.15546043422807942,17.306452951294794,0.9840500452010524
300,50,0.01,-1,20,regression,gbdt,0.9837996225249113,0.42257608092606813,0.22546165372664656,9.548770461157837,0.15429923728778583,26.846698740201223,0.9837996225249113,0.983707024455319,0.4155809068167741,0.22289390706813314,9.52850431806896,0.15429923728778583,16.74493036037846,0.9837087903820083
300,50,0.01,5,1,regression,gbdt,0.974858999938466,0.5264215003819489,0.2794481344138911,10.506805633128296,0.15019020880841882,36.808558508971444,0.974858999938466,0.974648087741953,0.518394929671178,0.276335456375895,10.488484986009547,0.150962077417085,21.230108515765334,0.974651529930591
300,50,0.01,5,20,regression,gbdt,0.9736493264821006,0.5389372527238133,0.2796169800653909,10.482287076158753,0.15102018713318088,40.34240340982878,0.9736493264821006,0.9745227019006195,0.5196752909542952,0.27589693528500947,10.456613341994608,0.1521033690703657,22.390813122034036,0.974526537350047
300,50,0.01,10,1,regression,gbdt,0.9851109720495212,0.4051123814186218,0.2287165045755265,9.644968051225318,0.15562246388675405,14.843888733814463,0.9851109720495212,0.9839981007945485,0.4118519710886844,0.2265354526022595,9.623894549293727,0.15562246388675405,17.016912539887922,0.9839999655924004
300,50,0.01,10,20,regression,gbdt,0.983906108139909,0.42118498797978565,0.22564827742264712,9.53746577296743,0.1541957817046853,26.913409390798012,0.983906108139909,0.9837940528249336,0.4144695151400407,0.22314975172891208,9.518749275160099,0.1541957817046853,16.64160399066041,0.9837958025691416
300,50,0.05,-1,1,regression,gbdt,0.998913985854854,0.10941077266244503,0.04800213495427609,1.2066386183005458,0.014410422511196952,2.8883604416196293,0.998913985854854,0.9973123240353913,0.16878888229353453,0.05273778654803347,1.2541757475127373,0.014546734183617627,13.734387457700212,0.9973123335033646
300,50,0.05,-1,20,regression,gbdt,0.9985025947451488,0.12847304584831293,0.04737880973196252,1.1180653360877737,0.0117058532767782,9.011775745887036,0.9985025947451488,0.9977687469634209,0.15379060160189958,0.05036120793801173,1.1583415131996169,0.01171243036745584,9.550306669771764,0.9977687479459942
300,50,0.05,5,1,regression,gbdt,0.9962636699991243,0.20293873908006363,0.09669783721535188,2.540106992540888,0.0367428176838569,5.415698825467048,0.9962636699991243,0.9952519950673734,0.2243421947614715,0.09958583923655231,2.579164415105331,0.0370267031656939,11.732612348099842,0.9952521878578162
300,50,0.05,5,20,regression,gbdt,0.9953582008951773,0.22619630918134806,0.10335410439173259,2.714373776740681,0.03890560986562397,17.81701103007648,0.9953582008951773,0.9950009680292587,0.2301963009867534,0.10567232118441006,2.7482347757752863,0.03896300461428659,8.039544801731353,0.9950012619679386
300,50,0.05,10,1,regression,gbdt,0.9988833368603175,0.11094390150033918,0.049001540095191067,1.2044829506589216,0.014341706486665773,2.5676343451496857,0.9988833368603175,0.9972887016321605,0.16952901547049964,0.05369520254388525,1.253688841421996,0.014531233328645587,14.058273382227707,0.9972887038029008
300,50,0.05,10,20,regression,gbdt,0.9984480410305858,0.13079238575205338,0.04871874852660488,1.146328792333402,0.012470464784367419,9.229890721041976,0.9984480410305858,0.9976681626315329,0.15721881278421254,0.05177942513532574,1.1901171073148455,0.012551095580761396,10.490871454950994,0.9976681644194807
300,50,0.1,-1,1,regression,gbdt,0.9995968246247641,0.0666636891163543,0.02770344835711821,0.6218970302952143,0.005774370819199959,1.390818634154133,0.9995968246247641,0.9978827365932443,0.1498106986396806,0.034721749276561,0.6929124153255874,0.005820187665757093,13.315212091789316,0.9978827385011277
300,50,0.1,-1,20,regression,gbdt,0.9993033459331433,0.08762962081823693,0.029287943017037386,0.6257317494251359,0.005222233920052055,6.496892533695284,0.9993033459331433,0.9983729178351742,0.1313288453303448,0.034169781056294445,0.6904443199566919,0.00526505448033765,7.661158825694184,0.9983729666071202
300,50,0.1,5,1,regression,gbdt,0.9986383762325003,0.12250982115442931,0.05301436975624379,1.3701662131647139,0.01649394303961671,3.8318335510609565,0.9986383762325003,0.9976851183801545,0.15664616857508823,0.05681902173085186,1.4178813369095793,0.016564606383237646,10.879206645322256,0.9976851238740287
300,50,0.1,5,20,regression,gbdt,0.9981457691941422,0.14296319327000895,0.05700221051086653,1.4524196632977828,0.017262709926364472,10.991716302671435,0.9981457691941422,0.9977690533873051,0.15378004100415812,0.059626341061465235,1.495147648950182,0.017396562010995043,5.94733729042856,0.9977690814734747
300,50,0.1,10,1,regression,gbdt,0.9995582819284657,0.06977742326508353,0.029057796118422272,0.6513522534799886,0.006416602770012325,1.6718009292614404,0.9995582819284657,0.9976390492936591,0.15819721855311172,0.03635466112917743,0.7302311056322894,0.006565093894966401,14.574675886812525,0.9976390600603529
300,50,0.1,10,20,regression,gbdt,0.9992422535021527,0.09139118594226009,0.030235707887607877,0.6232785379684022,0.005021510856353828,5.981652184204513,0.9992422535021527,0.9983087248723,0.1338944311855143,0.035162969564144955,0.6915086688247993,0.005110557743801536,7.844408229583561,0.9983087557321513
500,31,0.01,-1,1,regression,gbdt,0.9912334578655841,0.3108540330645645,0.15822346470531656,4.807036867711322,0.060800280109278404,10.245903610719427,0.9912334578655841,0.9904124482571875,0.3187933430221546,0.1582199561846327,4.81807928073245,0.060827609446753694,12.67153162795152,0.9904135059602669
500,31,0.01,-1,20,regression,gbdt,0.990726176411479,0.3197214391885369,0.15531016696811245,4.703749504907155,0.05904589405033622,19.875102422487736,0.990726176411479,0.9907937768916688,0.3123892866385119,0.15481030625464587,4.709606749080861,0.05904589405033622,10.070089219712735,0.9907947161856077
500,31,0.01,5,1,regression,gbdt,0.986697525739644,0.3829204474521689,0.19053341504944155,5.320835403568997,0.0712043903932047,19.070048235441902,0.986697525739644,0.9859449213964229,0.3859864178785573,0.19061398439895025,5.342816911702134,0.07114254726594216,15.22399674536249,0.9859463635640222
500,31,0.01,5,20,regression,gbdt,0.9853936139471766,0.40124878616873916,0.19311832025654707,5.361078169154623,0.07203759150872946,31.68909187563421,0.9853936139471766,0.985694243825461,0.3894133113167541,0.19228148898810904,5.371075214885559,0.07233773719408632,15.853087445193397,0.9856959801910038
500,31,0.01,10,1,regression,gbdt,0.9911855568514163,0.3117021404644676,0.15877056541842324,4.809319708191734,0.060845962020596556,10.845940722426533,0.9911855568514163,0.9903411266676934,0.31997689437988125,0.15886339498054242,4.820907969513267,0.060946738134850964,12.803668410312195,0.990342167722668
500,31,0.01,10,20,regression,gbdt,0.9907193422040705,0.31983922449019986,0.15560738247464045,4.70014440883043,0.058563089847849525,19.777939577351983,0.9907193422040705,0.9907928249672242,0.3124054367637066,0.15509503427194418,4.705022252752481,0.05862740956833923,10.120629181757945,0.9907937795007447
500,31,0.05,-1,1,regression,gbdt,0.9990163582686499,0.10412639118752881,0.04612168484862051,1.154326298465166,0.013029640385441521,2.806950196490086,0.9990163582686499,0.9976790392693223,0.15685171797400851,0.05067759631897045,1.2029881156557676,0.013088921017629485,11.63625505334436,0.9976790506155143
500,31,0.05,-1,20,regression,gbdt,0.9986767433521164,0.12077147942610483,0.04675978161606612,1.1307705196756728,0.013326173104909689,7.926112867355123,0.9986767433521164,0.9981458154934206,0.14019478453047832,0.04987972452855641,1.1751469870710887,0.01346858433439202,7.335560068219888,0.9981458155757958
500,31,0.05,5,1,regression,gbdt,0.9982242136757556,0.13990643734810396,0.06266660268965511,1.6104300121763238,0.020900600075682618,3.908564779669617,0.9982242136757556,0.997291074736624,0.16945480782544525,0.06630880525977734,1.6577261191892703,0.02114434338559401,12.365815727500593,0.9972910969389458
500,31,0.05,5,20,regression,gbdt,0.9976464068796297,0.1610675442086495,0.06742247366684259,1.7302829392887613,0.023318173848358548,12.016775126619748,0.9976464068796297,0.9972475813536741,0.17080973906103147,0.07005442965359203,1.7689370925276746,0.023376742810121254,8.385631527544401,0.9972476614708992
500,31,0.05,10,1,regression,gbdt,0.9989918566716511,0.10541526001109451,0.04681350577980989,1.1777744058296982,0.013827889568988283,2.63596293058366,0.9989918566716511,0.997616024691523,0.15896673707197656,0.05140070343185152,1.2275143094203047,0.014014567915073606,12.590299830092441,0.9976160487545359
500,31,0.05,10,20,regression,gbdt,0.9986242290144429,0.12314461269206876,0.04738532314984838,1.141877135204888,0.013137519040463674,8.36232702444238,0.9986242290144429,0.9980970960005309,0.1420246811758933,0.0503960782643854,1.185299350449315,0.013251132525643916,7.63210752278761,0.9980971002869347
500,31,0.1,-1,1,regression,gbdt,0.9996177358421692,0.06491187196208502,0.027732249494477206,0.6451148305525609,0.0063964191965124595,1.2491857505765758,0.9996177358421692,0.9981009077791267,0.1418823623779425,0.03430195061078952,0.714562285714174,0.00646077543536272,12.352890706845315,0.9981009088290635
500,31,0.1,-1,20,regression,gbdt,0.9993749380479127,0.08300492778397163,0.029474189119028972,0.6561611112975072,0.006108579097126476,5.507924031417449,0.9993749380479127,0.9985251145413813,0.12503584414386115,0.034410599194976486,0.7198307660425679,0.006164828703214997,7.559854976380567,0.9985251197212524
500,31,0.1,5,1,regression,gbdt,0.9993333482911089,0.0857219106530355,0.03353575686953702,0.8234053851290103,0.008165947508000926,2.9936487832622696,0.9993333482911089,0.9982225252192283,0.13726414440129894,0.03805462868978185,0.8818066659751966,0.008248682387718809,14.748029910509821,0.9982225269049672
500,31,0.1,5,20,regression,gbdt,0.9989371902567893,0.10823559468365618,0.038452761977417295,0.9259202586320651,0.009881172646460712,7.380140704641512,0.9989371902567893,0.9984310396368286,0.1289618841534615,0.042066919748777874,0.9837717704808402,0.009972331788124178,6.73039413328592,0.9984310400546802
500,31,0.1,10,1,regression,gbdt,0.9995911037955533,0.0671349830690405,0.02804634412946329,0.6416946106478518,0.0062479238217729716,1.53704252078591,0.9995911037955533,0.9980610771208033,0.14336252821998394,0.034739016710389516,0.7144369261502197,0.006389413165750479,12.212564332392091,0.9980610772594308
500,31,0.1,10,20,regression,gbdt,0.9993374283017955,0.0854591924480443,0.029801037269284986,0.6449296993211137,0.0057422553413686295,5.623196288714173,0.9993374283017955,0.9985216014145235,0.12518467112942058,0.03434534835206356,0.7027072125054528,0.005794876713521857,6.987045365351168,0.9985216047992749
500,50,0.01,-1,1,regression,gbdt,0.9945672758825773,0.2447096916580627,0.12083096908849596,3.775182443927728,0.04786390518847661,7.11511010196776,0.9945672758825773,0.9932682727179489,0.26712752496208225,0.12173373461433727,3.78518096004401,0.047873754726730944,14.429321956819393,0.9932687418003661
500,50,0.01,-1,20,regression,gbdt,0.993914556749574,0.2589932541976135,0.11811976581598684,3.686674773940526,0.04648210124970609,18.062918354787037,0.993914556749574,0.9935366996580745,0.26174750602763913,0.11879232988328879,3.698849483690266,0.0465844747315578,9.830907314568528,0.993537079838416
500,50,0.01,5,1,regression,gbdt,0.9867849207108123,0.3816605138690022,0.19021349502895354,5.299910329708045,0.07008508479497388,18.603711586008306,0.9867849207108123,0.9859525718794497,0.3858813532049852,0.19029474043511882,5.320673184509923,0.06972713823695864,15.279620228896874,0.9859539715240959
500,50,0.01,5,20,regression,gbdt,0.9855247881848042,0.39944299357649826,0.19212761944679083,5.322284420685595,0.07161613967248659,31.36177332742591,0.9855247881848042,0.9857949862633565,0.388039746850604,0.1913109638831119,5.332716007138308,0.07161613967248659,15.641242408571834,0.9857966969897908
500,50,0.01,10,1,regression,gbdt,0.9946168302228773,0.24359108094150922,0.12072980423466552,3.757774218280939,0.04730876402539619,6.83110651319911,0.9946168302228773,0.9932925571316259,0.26664526416558876,0.12171461476812763,3.769791076269296,0.04734435564287165,13.808929424455592,0.9932930743430175
500,50,0.01,10,20,regression,gbdt,0.993963797011843,0.25794330618248074,0.11839124969670979,3.6598677684475924,0.045996490161210435,18.025555972108343,0.993963797011843,0.9935945933702887,0.2605725937923124,0.11916030859582422,3.673869261688313,0.04615847487504676,9.743844610452765,0.9935949767709212
